title,price,location,rooms,size
Villa,27000,"Al Masn'a, Al Batinah",4.0,195
Apartment,144000,"The Wave (Almouj), Muscat",2.0,125
Apartment,318173,"The Wave (Almouj), Muscat",1.0,140
Villa,149000,"Al Mawaleh, Muscat",5.0,601
Villa,75000,"Salalah, Dhofar",1.0,77
Villa,65000,"Salalah, Dhofar",1.0,78
Villa,70000,"Salalah, Dhofar",1.0,78
Apartment,47000,"Salalah, Dhofar",1.0,64
Villa,45000,"Al Amarat, Muscat",3.0,600
Apartment,35500,"Bosher, Muscat",1.0,79
Apartment,599600,"Muscat - Other, Muscat",3.0,262
Villa,80000,"Al Amarat, Muscat",6.0,450
Apartment,90018,"Yiti, Muscat",2.0,93
Apartment,50000,"Salalah, Dhofar",1.0,40
Apartment,55070,"Sultan Haitham City, Muscat",2.0,114
Apartment,49020,"Sultan Haitham City, Muscat",1.0,72
Apartment,77250,"Salalah, Dhofar",1.0,76
Apartment,144900,"The Wave (Almouj), Muscat",2.0,119
Apartment,70000,"Madinat As Sultan Qaboos, Muscat",2.0,132
Villa,68000,"Al Seeb, Muscat",4.0,260
Apartment,74000,"Yiti, Muscat",1.0,83
Apartment,50070,"Sultan Haitham City, Muscat",1.0,67
Residential Land,5000,"Ibri, Al Dhahirah",,600
Residential Land,75000,"Bosher, Muscat",,600
Residential Land,22000,"Al Masn'a, Al Batinah",,4
Apartment,145000,"The Wave (Almouj), Muscat",2.0,127
Villa,214500,"Al Maabilah, Muscat",4.0,411
Residential Land,5300,"Al Amarat, Muscat",,645
Villa,125000,"Al Khoud, Muscat",9.0,400
Apartment,450000,"The Wave (Almouj), Muscat",2.0,185
Apartment,31750,"Bosher, Muscat",1.0,67
Villa,49000,"Al Maabilah, Muscat",3.0,176
Apartment,37000,"Al Maabilah, Muscat",2.0,140
Villa,25000,"Saham, Al Batinah",6.0,250
Residential Land,22500,"Al Amarat, Muscat",,450
Apartment,38500,"Al Mawaleh, Muscat",2.0,101
Apartment,41414,"Sultan Haitham City, Muscat",,52
Apartment,69815,"Sultan Haitham City, Muscat",2.0,98
Residential Land,2150,"Shinas, Al Batinah",,630
Villa,1406000,"Muscat - Other, Muscat",6.0,907
Apartment,85000,"Muscat Hills, Muscat",2.0,106
Residential Land,5000,"Saham, Al Batinah",,662
Residential Land,27000,"Salalah, Dhofar",,646
Residential Land,12000,"Al Rustaq, Al Batinah",,600
Villa,140000,"Al Khoud, Muscat",5.0,330
Apartment,40000,"Al Maabilah, Muscat",3.0,120
Apartment,28000,"Al Maabilah, Muscat",3.0,123
Apartment,495000,"The Wave (Almouj), Muscat",4.0,325
Villa,490000,"The Wave (Almouj), Muscat",5.0,519
Residential Land,7500,"Al Masn'a, Al Batinah",,529
Apartment,19000,"Al Maabilah, Muscat",2.0,100
Apartment,55000,"Salalah, Dhofar",,33
Residential Land,7000,"Al Amarat, Muscat",,600
Residential Land,13000,"Barka, Al Batinah",,600
Residential Land,35000,"Al Seeb, Muscat",,600
Chalet,181000,"Al Sifah, Muscat",2.0,144
Residential Land,10000,"Saham, Al Batinah",,1
Residential Land,4000,"Ibri, Al Dhahirah",,640
Residential Land,70000,"Bidbid, Al Dakhiliya",,2
Villa,201300,"Al Maabilah, Muscat",3.0,395
Residential Land,65000,"Al Rustaq, Al Batinah",,960
Villa,175000,"Al Maabilah, Muscat",4.0,333
Villa,175000,"Al Maabilah, Muscat",4.0,333
Residential Land,49000,"Suwaiq, Al Batinah",,1
Residential Land,3500,"Thumrait, Dhofar",,600
Villa,80000,"Al Khoud, Muscat",6.0,300
Villa,295000,"The Wave (Almouj), Muscat",3.0,269
Apartment,74500,"Yiti, Muscat",1.0,59
Residential Land,35000,"Barka, Al Batinah",,600
Residential Land,25000,"Barka, Al Batinah",,600
Residential Land,750000,"Al Maabilah, Muscat",,2
Villa,49000,"Al Maabilah, Muscat",3.0,176
Apartment,29000,"Bosher, Muscat",1.0,67
Apartment,73470,"Sultan Haitham City, Muscat",2.0,109
Residential Land,75000,"Barka, Al Batinah",,1
Apartment,55000,"Qurum, Muscat",3.0,94
Apartment,100000,"Al Khuwair, Muscat",2.0,1
Residential Land,11000,"Al Masn'a, Al Batinah",,1
Residential Land,3300,"Suwaiq, Al Batinah",,648
Apartment,22000,"Barka, Al Batinah",2.0,107
Apartment,14000,"Nizwa, Al Dakhiliya",3.0,102
Residential Land,11000,"Nizwa, Al Dakhiliya",,600
Residential Land,23500,"Nizwa, Al Dakhiliya",,690
Apartment,47000,"Salalah, Dhofar",,38
Villa,483997,"The Wave (Almouj), Muscat",4.0,314
Villa,575000,"The Wave (Almouj), Muscat",5.0,549
Villa,483997,"The Wave (Almouj), Muscat",4.0,314
Residential Land,13000,"Barka, Al Batinah",,324
Apartment,95790,"The Wave (Almouj), Muscat",1.0,108
Apartment,95790,"The Wave (Almouj), Muscat",1.0,107
Villa,85000,"Al Amarat, Muscat",7.0,440
Residential Land,6500,"Al Masn'a, Al Batinah",,609
Residential Land,6500,"Al Masn'a, Al Batinah",,609
Apartment,20000,"Misfah, Muscat",1.0,56
Residential Land,810000,"Azaiba, Muscat",,2
Villa,43000,"Al Masn'a, Al Batinah",5.0,230
Residential Land,100000,"Misfah, Muscat",,400
Villa,57000,"Al Amarat, Muscat",3.0,211
Villa,40000,"Ibra, Al Sharqiya",3.0,200
Residential Land,23000,"Barka, Al Batinah",,602
Residential Land,820,"Al Bustan, Muscat",,11
Apartment,184350,"Yiti, Muscat",1.0,96
Apartment,80495,"Bosher, Muscat",3.0,137
Villa,65000,"Salalah, Dhofar",1.0,78
Apartment,72000,"Al Sifah, Muscat",1.0,54
Apartment,26000,"Al Maabilah, Muscat",2.0,11
Residential Land,44000,"Barka, Al Batinah",,431
Villa,76500,"Al Amarat, Muscat",4.0,600
Residential Land,4000000,"Madinat As Sultan Qaboos, Muscat",,19
Villa,84000,"Al Khoud, Muscat",8.0,344
Villa,445000,"The Wave (Almouj), Muscat",4.0,314
Villa,55000,"Barka, Al Batinah",4.0,300
Villa,110000,"Al Hail, Muscat",6.0,623
Residential Land,15000,"Barka, Al Batinah",,740
Villa,680000,"Al Ghubrah, Muscat",7.0,663
Villa,379496,"Muscat Hills, Muscat",3.0,356
Villa,95000,"Al Mawaleh, Muscat",4.0,300
Villa,570000,"The Wave (Almouj), Muscat",5.0,840
Villa,55000,"Al Maabilah, Muscat",2.0,531
Apartment,50070,"Sultan Haitham City, Muscat",1.0,67
Villa,1480000,"The Wave (Almouj), Muscat",5.0,1
Apartment,25500,"Al Maabilah, Muscat",2.0,100
Villa,4200000,"The Wave (Almouj), Muscat",6.0,1
Apartment,48957,"Sultan Haitham City, Muscat",1.0,71
Villa,4200000,"The Wave (Almouj), Muscat",6.0,1
Apartment,132870,"The Wave (Almouj), Muscat",2.0,135
Residential Land,42000,"Suwaiq, Al Batinah",,3
Villa,250000,"Ansab, Muscat",6.0,640
Apartment,150000,"The Wave (Almouj), Muscat",2.0,119
Villa,300000,"Bosher, Muscat",5.0,665
Apartment,50000,"Salalah, Dhofar",,38
Apartment,455015,"Al Maabilah, Muscat",5.0,987
Apartment,88000,"The Wave (Almouj), Muscat",1.0,88
Residential Land,21900,"Barka, Al Batinah",,600
Residential Land,10200,"Al Amarat, Muscat",,600
Apartment,41995,"Bosher, Muscat",1.0,69
Villa,305000,"The Wave (Almouj), Muscat",3.0,247
Apartment,43000,"Salalah, Dhofar",,38
Apartment,185000,"The Wave (Almouj), Muscat",3.0,192
Apartment,24000,"Al Maabilah, Muscat",2.0,92
Villa,430000,"Yiti, Muscat",4.0,288
Residential Land,58000,"Bosher, Muscat",,300
Apartment,49000,"Al Hail, Muscat",2.0,109
Apartment,144000,"Salalah, Dhofar",3.0,195
Apartment,95000,"Al Sifah, Muscat",2.0,124
Apartment,90000,"Al Sifah, Muscat",2.0,124
Villa,140000,"Salalah, Dhofar",2.0,122
Apartment,45000,"Darsait, Muscat",2.0,147
Apartment,97000,"The Wave (Almouj), Muscat",1.0,86
Apartment,64000,"Muscat Hills, Muscat",1.0,93
Apartment,47000,"Salalah, Dhofar",1.0,65
Apartment,80000,"The Wave (Almouj), Muscat",1.0,64
Villa,299999,"The Wave (Almouj), Muscat",4.0,276
Villa,41000,"Al Maabilah, Muscat",3.0,175
Villa,1427000,"The Wave (Almouj), Muscat",5.0,1
Residential Land,13300,"Al Amarat, Muscat",,600
Apartment,31500,"Al Maabilah, Muscat",3.0,126
Villa,110000,"Salalah, Dhofar",6.0,527
Residential Land,10900,"Barka, Al Batinah",,708
Apartment,104970,"Sultan Haitham City, Muscat",3.0,154
Residential Land,12000,"Barka, Al Batinah",,600
Villa,27000,"Masira, Al Sharqiya",2.0,600
Apartment,98000,"Muscat Hills, Muscat",2.0,107
Villa,130000,"Al Seeb, Muscat",3.0,330
Residential Land,62000,"Al Amarat, Muscat",,452
Apartment,150000,"The Wave (Almouj), Muscat",2.0,165
Villa,210000,"Muscat Hills, Muscat",4.0,400
Villa,310000,"Muscat Hills, Muscat",4.0,450
Apartment,210000,"The Wave (Almouj), Muscat",2.0,145
Apartment,55000,"Salalah, Dhofar",1.0,96
Residential Land,89000,"Al Masn'a, Al Batinah",,619
Apartment,127500,"The Wave (Almouj), Muscat",1.0,110
Apartment,47000,"Bosher, Muscat",1.0,70
Apartment,122540,"Yiti, Muscat",1.0,66
Villa,330750,"Qantab, Muscat",3.0,495
Residential Land,82000,"Al Amarat, Muscat",,7
Residential Land,14900,"Al Seeb, Muscat",,300
Villa,192000,"Bosher, Muscat",6.0,420
Residential Land,150000,"Barka, Al Batinah",,3
Apartment,31000,"Al Maabilah, Muscat",3.0,126
Villa,84000,"Sohar, Al Batinah",6.0,346
Apartment,67000,"Muscat Hills, Muscat",1.0,74
Apartment,52000,"Ghala, Muscat",2.0,96
Villa,46000,"Al Qabil, Al Sharqiya",3.0,600
Residential Land,6500,"Sumail, Al Dakhiliya",,600
Apartment,136267,"Yiti, Muscat",2.0,93
Apartment,127000,"The Wave (Almouj), Muscat",1.0,93
Villa,64000,"Salalah, Dhofar",1.0,78
Villa,116500,"Sultan Haitham City, Muscat",3.0,147
Apartment,105000,"The Wave (Almouj), Muscat",1.0,99
Apartment,66950,"Salalah, Dhofar",1.0,78
Apartment,65000,"Al Sifah, Muscat",1.0,63
Apartment,41000,"Qurum, Muscat",1.0,65
Apartment,188000,"The Wave (Almouj), Muscat",2.0,138
Villa,175000,"Al Seeb, Muscat",4.0,333
Apartment,220000,"The Wave (Almouj), Muscat",2.0,145
Villa,320000,"Al Sifah, Muscat",4.0,1
Villa,1480000,"The Wave (Almouj), Muscat",5.0,1
Residential Land,10000,"Barka, Al Batinah",,600
Residential Land,5000,"Al Amarat, Muscat",,600
Apartment,93000,"The Wave (Almouj), Muscat",1.0,90
Residential Land,13000,"Nizwa, Al Dakhiliya",,1
Residential Land,235000,"Bosher, Muscat",,1
Residential Land,105000,"Al Mawaleh, Muscat",,689
Apartment,48957,"Sultan Haitham City, Muscat",,71
Villa,79000,"Al Maabilah, Muscat",3.0,600
Villa,135000,"Al Khoud, Muscat",7.0,484
Villa,629000,"The Wave (Almouj), Muscat",5.0,676
Villa,605000,"The Wave (Almouj), Muscat",5.0,722
Residential Land,6800,"Al Amarat, Muscat",,600
Villa,54000,"Barka, Al Batinah",5.0,304
Apartment,110640,"Al Maabilah, Muscat",3.0,196
Residential Land,9500,"Qurayyat, Muscat",,786
Apartment,21500,"Al Maabilah, Muscat",2.0,84
Villa,85000,"Salalah, Dhofar",1.0,78
Residential Land,79000,"Bosher, Muscat",,500
Apartment,105000,"The Wave (Almouj), Muscat",1.0,99
Apartment,48600,"Sultan Haitham City, Muscat",1.0,67
Villa,110000,"Qurum, Muscat",6.0,209
Villa,85000,"Al Maabilah, Muscat",4.0,311
Residential Land,37000,"Barka, Al Batinah",,1
Apartment,21500,"Al Maabilah, Muscat",2.0,84
Villa,320000,"Yiti, Muscat",3.0,357
Villa,1400000,"Al Sifah, Muscat",5.0,650
Apartment,52000,"Ghala, Muscat",2.0,100
Residential Land,79000,"Al Rusayl, Muscat",,1
Apartment,105000,"Bosher, Muscat",3.0,242
Apartment,100000,"Al Sifah, Muscat",2.0,121
Apartment,73000,"Al Sifah, Muscat",2.0,120
Apartment,220000,"The Wave (Almouj), Muscat",2.0,145
Residential Land,4300,"Al Mudaibi, Al Sharqiya",,600
Apartment,135000,"Yiti, Muscat",2.0,93
Apartment,220000,"The Wave (Almouj), Muscat",2.0,145
Villa,517000,"The Wave (Almouj), Muscat",5.0,540
Residential Land,290000,"Qurum, Muscat",,1
Chalet,139000,"Barka, Al Batinah",4.0,6
Apartment,55319,"Sohar, Al Batinah",2.0,116
Villa,105000,"Al Ghubrah, Muscat",4.0,386
Apartment,62008,"Al Maabilah, Muscat",1.0,95
Villa,57000,"Saham, Al Batinah",8.0,600
Apartment,48902,"Bosher, Muscat",1.0,93
Residential Land,3700,"Suwaiq, Al Batinah",,662
Villa,120000,"Al Mawaleh, Muscat",12.0,720
Villa,720000,"The Wave (Almouj), Muscat",5.0,720
Residential Land,24000,"Bidbid, Al Dakhiliya",,600
Apartment,80835,"Al Maabilah, Muscat",2.0,132
Apartment,46627,"Al Maabilah, Muscat",,72
Apartment,62000,"Sultan Haitham City, Muscat",1.0,95
Apartment,110640,"Sultan Haitham City, Muscat",3.0,196
Apartment,87735,"Al Khoud, Muscat",2.0,133
Apartment,113925,"Al Khoud, Muscat",3.0,173
Apartment,222240,"Al Khoud, Muscat",4.0,360
Apartment,210000,"Barr Al Jissah, Muscat",3.0,200
Apartment,46627,"Sultan Haitham City, Muscat",,75
Villa,32000,"Suwaiq, Al Batinah",2.0,625
Apartment,53000,"Al Sifah, Muscat",1.0,91
Apartment,58000,"Al Ghubrah, Muscat",2.0,100
Apartment,50000,"Al Sifah, Muscat",1.0,61
Villa,446000,"The Wave (Almouj), Muscat",4.0,314
Apartment,23700,"Al Amarat, Muscat",3.0,118
Apartment,115000,"The Wave (Almouj), Muscat",1.0,159
Apartment,80835,"Sultan Haitham City, Muscat",2.0,132
Residential Land,38000,"Al Amarat, Muscat",,400
Apartment,41000,"Al Seeb, Muscat",,47
Villa,66000,"Barka, Al Batinah",5.0,360
Residential Land,160000,"Ruwi, Muscat",,460
Villa,202000,"Al Ghubrah, Muscat",6.0,700
Villa,517000,"The Wave (Almouj), Muscat",5.0,427
Apartment,60000,"Qurum, Muscat",2.0,118
Apartment,89500,"Muscat Hills, Muscat",2.0,118
Villa,47500,"Barka, Al Batinah",3.0,632
Villa,58000,"Sumail, Al Dakhiliya",3.0,237
Residential Land,2650,"Ibri, Al Dhahirah",,600
Residential Land,11000,"Barka, Al Batinah",,600
Villa,115000,"Ansab, Muscat",7.0,298
Residential Land,999,"Sohar, Al Batinah",,1
Villa,132300,"Al Maabilah, Muscat",3.0,210
Residential Land,16800,"Barka, Al Batinah",,1
Apartment,170000,"Barr Al Jissah, Muscat",2.0,199
Villa,53000,"Barka, Al Batinah",2.0,260
Villa,460950,"The Wave (Almouj), Muscat",4.0,314
Residential Land,2200,"Saham, Al Batinah",,650
Apartment,68000,"Qurum, Muscat",2.0,131
Apartment,55000,"Qurum, Muscat",3.0,94
Villa,290000,"Al Mawaleh, Muscat",5.0,794
Residential Land,10500,"Al Masn'a, Al Batinah",,650
Apartment,156500,"The Wave (Almouj), Muscat",2.0,119
Apartment,51101,"Al Khoud, Muscat",1.0,57
Villa,195000,"The Wave (Almouj), Muscat",3.0,202
Residential Land,220000,"Barka, Al Batinah",,600
Apartment,85000,"Al Khuwair, Muscat",3.0,174
Villa,170000,"Al Sifah, Muscat",3.0,145
Apartment,134583,"The Wave (Almouj), Muscat",1.0,83
Residential Land,22000,"Barka, Al Batinah",,600
Residential Land,13000,"Barka, Al Batinah",,600
Apartment,41000,"Sultan Haitham City, Muscat",,53
Residential Land,15000,"Qurayyat, Muscat",,600
Apartment,148000,"The Wave (Almouj), Muscat",1.0,86
Residential Land,2750,"Al Rustaq, Al Batinah",,500
Apartment,115000,"Al Sifah, Muscat",2.0,124
Villa,79000,"Al Amarat, Muscat",7.0,305
Apartment,125000,"The Wave (Almouj), Muscat",1.0,82
Residential Land,73000,"Al Seeb, Muscat",,614
Apartment,25500,"Al Khoud, Muscat",1.0,67
Apartment,39900,"Al Khoud, Muscat",2.0,108
Villa,71000,"Salalah, Dhofar",1.0,77
Apartment,128000,"The Wave (Almouj), Muscat",1.0,83
Villa,85000,"Al Maabilah, Muscat",6.0,319
Apartment,97000,"Salalah, Dhofar",1.0,61
Apartment,25000,"Ghala, Muscat",1.0,55
Villa,22000,"Izki, Al Dakhiliya",4.0,344
Apartment,43500,"Muscat - Other, Muscat",1.0,42
Residential Land,43000,"Barka, Al Batinah",,1
Apartment,65044,"Sohar, Al Batinah",3.0,135
Apartment,95451,"Yiti, Muscat",1.0,68
Villa,135000,"The Wave (Almouj), Muscat",2.0,150
Villa,210000,"Bosher, Muscat",6.0,500
Residential Land,16000,"Suwaiq, Al Batinah",,600
Apartment,60000,"Al Khoud, Muscat",3.0,126
Apartment,46650,"Al Maabilah, Muscat",,71
Apartment,98568,"Al Maabilah, Muscat",2.0,157
Apartment,59296,"Al Maabilah, Muscat",1.0,95
Apartment,57380,"Sohar, Al Batinah",3.0,120
Apartment,49420,"Sohar, Al Batinah",2.0,97
Apartment,35864,"Sohar, Al Batinah",1.0,74
Villa,55000,"Barka, Al Batinah",4.0,275
Villa,190000,"Yiti, Muscat",3.0,125
Residential Land,200,"Al Rusayl, Muscat",,1
Villa,155000,"Al Ghubrah, Muscat",5.0,600
Apartment,72000,"Al Khuwair, Muscat",1.0,151
Apartment,30500,"Azaiba, Muscat",1.0,72
Apartment,220000,"The Wave (Almouj), Muscat",2.0,145
Apartment,115000,"Barr Al Jissah, Muscat",2.0,140
Apartment,80000,"The Wave (Almouj), Muscat",1.0,65
Apartment,109000,"Al Sifah, Muscat",2.0,124
Apartment,25500,"Al Maabilah, Muscat",3.0,101
Villa,380000,"The Wave (Almouj), Muscat",5.0,502
Apartment,63750,"Al Khuwair, Muscat",2.0,140
Villa,190000,"Al Hail, Muscat",5.0,600
Villa,67000,"Al Amarat, Muscat",6.0,321
Villa,77000,"Al Seeb, Muscat",4.0,343
Apartment,30000,"Al Maabilah, Muscat",2.0,101
Residential Land,97000,"Al Amarat, Muscat",,500
Apartment,77210,"Muscat Hills, Muscat",2.0,132
Apartment,63210,"Muscat Hills, Muscat",1.0,100
Residential Land,15500,"Barka, Al Batinah",,702
Villa,57000,"Al Amarat, Muscat",4.0,300
Residential Land,12000,"Ibra, Al Sharqiya",,1
Apartment,160000,"The Wave (Almouj), Muscat",2.0,162
Villa,1200000,"Bosher, Muscat",7.0,774
Chalet,79000,"Mirbat, Dhofar",3.0,300
Apartment,33250,"Al Seeb, Muscat",,50
Residential Land,24000,"Al Amarat, Muscat",,900
Residential Land,26000,"Barka, Al Batinah",,600
Villa,517000,"The Wave (Almouj), Muscat",5.0,540
Villa,111700,"Sultan Haitham City, Muscat",3.0,147
Apartment,20400,"Al Hail, Muscat",,48
Apartment,33500,"Salalah, Dhofar",1.0,143
Residential Land,115000,"Al Mawaleh, Muscat",,600
Residential Land,7500,"Izki, Al Dakhiliya",,600
Villa,66000,"Al Maabilah, Muscat",3.0,509
Villa,200000,"The Wave (Almouj), Muscat",3.0,192
Apartment,46000,"Bosher, Muscat",2.0,81
Residential Land,2150000,"Al Rusayl, Muscat",,13
Villa,485000,"The Wave (Almouj), Muscat",6.0,545
Apartment,220000,"Qantab, Muscat",2.0,200
Villa,400000,"The Wave (Almouj), Muscat",4.0,525
Apartment,125000,"The Wave (Almouj), Muscat",1.0,83
Residential Land,42000,"Barka, Al Batinah",,3
Apartment,47000,"Sohar, Al Batinah",2.0,110
Villa,340000,"Al Maabilah, Muscat",4.0,380
Residential Land,14500,"Al Amarat, Muscat",,687
Residential Land,48000,"Al Masn'a, Al Batinah",,1
Apartment,295000,"The Wave (Almouj), Muscat",3.0,265
Residential Land,9250,"Barka, Al Batinah",,766
Apartment,45900,"Al Khuwair, Muscat",1.0,86
Villa,345000,"The Wave (Almouj), Muscat",4.0,490
Apartment,88000,"The Wave (Almouj), Muscat",1.0,83
Apartment,160000,"The Wave (Almouj), Muscat",2.0,142
Residential Land,6000,"Izki, Al Dakhiliya",,621
Residential Land,5300,"Izki, Al Dakhiliya",,600
Residential Land,10000,"Al 'Awabi, Al Batinah",,617
Residential Land,100000,"Al Khuwair, Muscat",,400
Residential Land,17000,"Saham, Al Batinah",,1
Villa,81000,"Al Amarat, Muscat",6.0,369
Apartment,90000,"Yiti, Muscat",1.0,80
Residential Land,55000,"Barka, Al Batinah",,330
Apartment,31500,"Darsait, Muscat",2.0,76
Villa,550000,"Muscat Hills, Muscat",5.0,1
Apartment,53999,"Taqah, Dhofar",1.0,65
Apartment,60000,"Al Khoud, Muscat",3.0,126
Apartment,39900,"Al Khoud, Muscat",1.0,47
Apartment,39900,"Al Khoud, Muscat",,45
Villa,39000,"Sohar, Al Batinah",3.0,180
Residential Land,28000,"Ibra, Al Sharqiya",,920
Apartment,28000,"Ansab, Muscat",2.0,92
Residential Land,6700,"Barka, Al Batinah",,600
Residential Land,7000,"Al Khaboura, Al Batinah",,651
Villa,54000,"Barka, Al Batinah",4.0,330
Villa,260000,"Muscat Hills, Muscat",4.0,309
Villa,355000,"The Wave (Almouj), Muscat",4.0,543
Residential Land,30000,"Al Amarat, Muscat",,768
Residential Land,515000,"Madinat As Sultan Qaboos, Muscat",,1
Villa,80000,"Al Maabilah, Muscat",5.0,315
Villa,1025000,"Qantab, Muscat",5.0,646
Residential Land,13500,"Al Amarat, Muscat",,600
Apartment,135000,"The Wave (Almouj), Muscat",2.0,144
Villa,37000,"Al Amarat, Muscat",3.0,300
Apartment,110500,"Al Maabilah, Muscat",2.0,170
Apartment,48000,"Al Khuwair, Muscat",1.0,86
Villa,750000,"Madinat As Sultan Qaboos, Muscat",6.0,1
Residential Land,33000,"Dima and Al Taaiyin, Al Sharqiya",,2
Villa,22000,"Suwaiq, Al Batinah",3.0,119
Villa,121200,"Al Maabilah, Muscat",3.0,205
Residential Land,5500,"Al Buraimi, Al Buraimi",,664
Apartment,92100,"Muscat Hills, Muscat",2.0,126
Apartment,94860,"Muscat Hills, Muscat",2.0,126
Apartment,77802,"Muscat Hills, Muscat",2.0,119
Apartment,75246,"Muscat Hills, Muscat",2.0,104
Villa,450000,"The Wave (Almouj), Muscat",4.0,630
Villa,247000,"Al Maabilah, Muscat",4.0,456
Villa,169000,"Al Maabilah, Muscat",3.0,210
Villa,950000,"Qantab, Muscat",5.0,646
Apartment,120987,"Al Maabilah, Muscat",3.0,193
Apartment,185000,"The Wave (Almouj), Muscat",2.0,167
Villa,560000,"Barr Al Jissah, Muscat",5.0,999
Apartment,64000,"Yiti, Muscat",,52
Apartment,38000,"Bosher, Muscat",2.0,72
Apartment,126750,"Al Maabilah, Muscat",3.0,195
Villa,120000,"Al Amarat, Muscat",3.0,600
Villa,465000,"Barr Al Jissah, Muscat",4.0,768
Apartment,100000,"Muscat Hills, Muscat",2.0,160
Villa,146000,"Al Mawaleh, Muscat",6.0,600
Residential Land,120000,"Barka, Al Batinah",,4
Apartment,79500,"The Wave (Almouj), Muscat",1.0,70
Residential Land,75000,"Qantab, Muscat",,400
Villa,165000,"Al Wadi Al Kabir, Muscat",9.0,601
Apartment,85000,"The Wave (Almouj), Muscat",1.0,96
Villa,125000,"Al Khuwair, Muscat",8.0,450
Villa,59000,"Al Khoud, Muscat",3.0,404
Apartment,80000,"Salalah, Dhofar",2.0,125
Chalet,210000,"Barka, Al Batinah",3.0,4
Residential Land,11500,"Liwa, Al Batinah",,500
Residential Land,15000,"Sohar, Al Batinah",,1
Residential Land,25000,"Al Khaboura, Al Batinah",,1
Residential Land,250000,"Sohar, Al Batinah",,1
Apartment,25000,"Al Amarat, Muscat",3.0,120
Residential Land,3200,"Suwaiq, Al Batinah",,600
Villa,65000,"Al Amarat, Muscat",4.0,305
Apartment,44000,"Al Sifah, Muscat",,39
